shipment_id,order_id,warehouse_id,vehicle_id,driver_id,route_id,dispatch_date,expected_delivery_date,actual_delivery_date,shipment_weight,shipping_cost,status,delivery_type
SHP0866,ORD0866,WH004,VEH013,DRV036,RT003,2025-01-11,2025-01-17,2025-01-16,882.86,2227.25,Delivered,Local
SHP0867,ORD0867,WH006,VEH017,DRV048,RT020,2025-08-07,2025-08-08,2025-08-08,153.41,744.39,Delivered,Inter-City
SHP0868,ORD0868,WH003,VEH019,DRV008,RT001,2025-06-13,2025-06-16,2025-06-15,45.8,216.48,Delivered,Inter-City
SHP0869,ORD0869,WH009,VEH013,DRV002,RT010,2024-08-29,2024-09-01,2024-08-31,754.13,3446.7,Delivered,Local
SHP0870,ORD0870,WH006,VEH002,DRV015,RT008,2025-03-30,2025-04-02,2025-04-02,915.27,5082.35,In Transit,Inter-City
SHP0871,ORD0871,WH004,VEH007,DRV002,RT013,2025-05-09,2025-05-15,2025-05-14,667.54,1424.21,Delivered,Local
SHP0872,ORD0872,WH007,VEH016,DRV045,RT004,2025-07-15,2025-07-17,2025-07-17,736.22,3330.5,Delivered,Inter-City
SHP0873,ORD0873,WH008,VEH019,DRV042,RT009,2024-03-24,2024-03-29,2024-03-29,772.24,3639.36,Delivered,Inter-City
SHP0874,ORD0874,WH009,VEH014,DRV022,RT007,2025-05-29,2025-06-05,2025-06-04,677.87,4643.43,Delivered,Inter-City
SHP0875,ORD0875,WH001,VEH013,DRV031,RT007,2025-08-09,2025-08-13,2025-08-13,308.16,2119.91,Delivered,Inter-City
SHP0876,ORD0876,WH009,VEH020,DRV033,RT016,2025-02-13,2025-02-14,2025-02-12,844.62,5737.44,Delivered,Inter-City
SHP0877,ORD0877,WH006,VEH001,DRV043,RT010,2025-08-07,2025-08-09,2025-08-09,829.29,5114.08,Delivered,Inter-City
SHP0878,ORD0878,WH001,VEH009,DRV042,RT018,2025-03-08,2025-03-15,2025-03-13,766.02,4037.22,Delivered,Inter-City
SHP0879,ORD0879,WH007,VEH015,DRV002,RT014,2025-02-04,2025-02-06,2025-02-08,839.74,5521.47,Delayed,Local
SHP0880,ORD0880,WH007,VEH006,DRV037,RT001,2025-04-30,2025-05-02,2025-04-30,583.45,3851.02,Delivered,Local
SHP0881,ORD0881,WH009,VEH020,DRV006,RT019,2025-07-03,2025-07-05,2025-07-05,493.09,2648.44,Returned,Inter-City
SHP0882,ORD0882,WH007,VEH011,DRV050,RT007,2024-08-26,2024-08-30,2024-08-30,460.25,3445.67,Delivered,Inter-City
SHP0883,ORD0883,WH001,VEH018,DRV028,RT010,2025-09-17,2025-09-20,2025-09-20,408.2,1531.41,Delivered,Inter-City
SHP0884,ORD0884,WH001,VEH007,DRV046,RT019,2025-07-02,2025-07-08,2025-07-06,238.25,1740.57,Delivered,Inter-City
SHP0885,ORD0885,WH004,VEH011,DRV020,RT020,2025-12-09,2025-12-10,2025-12-10,285.87,1901.19,Delivered,Inter-City
SHP0886,ORD0886,WH010,VEH014,DRV029,RT001,2025-01-24,2025-01-29,2025-01-29,68.19,275.48,Delivered,Inter-City
SHP0887,ORD0887,WH009,VEH015,DRV013,RT001,2025-01-11,2025-01-14,2025-01-12,532.85,4130.41,Delivered,Inter-City
SHP0888,ORD0888,WH005,VEH008,DRV036,RT017,2024-10-11,2024-10-17,2024-10-17,812.66,5025.69,Delivered,Local
SHP0889,ORD0889,WH002,VEH015,DRV047,RT018,2024-04-24,2024-04-28,2024-04-27,504.49,3816.23,Delivered,Inter-City
SHP0890,ORD0890,WH007,VEH013,DRV042,RT009,2025-11-10,2025-11-12,2025-11-10,118.33,863.59,Delivered,Inter-City
SHP0891,ORD0891,WH009,VEH019,DRV049,RT002,2024-04-15,2024-04-19,2024-04-17,851.66,6212.78,Delivered,Inter-City
SHP0892,ORD0892,WH010,VEH005,DRV042,RT017,2024-04-05,2024-04-08,2024-04-08,6.47,49.41,In Transit,Inter-City
SHP0893,ORD0893,WH001,VEH004,DRV031,RT002,2025-09-05,2025-09-07,2025-09-06,632.66,1426.77,Delivered,Local
SHP0894,ORD0894,WH001,VEH007,DRV002,RT017,2025-10-06,2025-10-11,2025-10-11,519.99,3842.48,Delivered,Local
SHP0895,ORD0895,WH002,VEH015,DRV011,RT013,2024-06-02,2024-06-07,2024-06-07,602.64,2704.48,Delivered,Inter-City
SHP0896,ORD0896,WH003,VEH010,DRV020,RT017,2024-11-30,2024-12-07,2024-12-07,946.79,5645.78,In Transit,Inter-City
SHP0897,ORD0897,WH001,VEH015,DRV010,RT017,2025-06-03,2025-06-09,2025-06-07,966.11,7447.22,Delivered,Inter-City
SHP0898,ORD0898,WH003,VEH015,DRV041,RT009,2024-03-31,2024-04-01,2024-03-31,542.14,2460.17,Delivered,Local
SHP0899,ORD0899,WH010,VEH004,DRV047,RT020,2025-01-29,2025-02-05,2025-02-05,175.63,848.91,Delivered,Inter-City
SHP0900,ORD0900,WH007,VEH005,DRV001,RT018,2024-02-03,2024-02-08,2024-02-08,841.47,2895.2,Delivered,Inter-City
SHP0901,ORD0901,WH002,VEH015,DRV004,RT006,2025-03-07,2025-03-09,2025-03-07,901.85,3235.27,Delivered,Local
SHP0902,ORD0902,WH005,VEH007,DRV021,RT020,2025-01-25,2025-01-31,2025-01-29,187.96,661.34,Delivered,Inter-City
SHP0903,ORD0903,WH009,VEH016,DRV001,RT003,2024-07-01,2024-07-02,2024-06-30,747.65,5131.15,Delivered,Inter-City
SHP0904,ORD0904,WH003,VEH010,DRV011,RT012,2024-08-08,2024-08-12,2024-08-12,598.69,3300.82,Returned,Inter-City
SHP0905,ORD0905,WH003,VEH008,DRV030,RT012,2024-09-11,2024-09-12,2024-09-12,553.56,1991.47,Delivered,Inter-City
SHP0906,ORD0906,WH008,VEH013,DRV046,RT002,2024-09-12,2024-09-17,2024-09-16,650.78,3054.21,Delivered,Inter-City
SHP0907,ORD0907,WH003,VEH010,DRV016,RT013,2024-11-21,2024-11-23,2024-11-21,311.8,1281.99,Delivered,Inter-City
SHP0908,ORD0908,WH004,VEH014,DRV017,RT017,2024-03-22,2024-03-28,2024-03-26,816.08,5499.27,Delivered,Inter-City
SHP0909,ORD0909,WH005,VEH001,DRV016,RT013,2025-12-19,2025-12-22,2025-12-20,549.05,1489.65,Delivered,Inter-City
SHP0910,ORD0910,WH010,VEH015,DRV032,RT008,2025-06-14,2025-06-17,2025-06-16,939.37,4133.6,Delivered,Inter-City
SHP0911,ORD0911,WH003,VEH007,DRV009,RT008,2025-03-14,2025-03-15,2025-03-14,406.22,1942.36,Delivered,Inter-City
SHP0912,ORD0912,WH010,VEH017,DRV027,RT010,2025-08-22,2025-08-23,2025-08-23,375.97,1452.17,Delivered,Inter-City
SHP0913,ORD0913,WH008,VEH006,DRV009,RT002,2024-09-19,2024-09-21,2024-09-19,526.81,1636.86,Delivered,Local
SHP0914,ORD0914,WH007,VEH019,DRV040,RT005,2024-01-12,2024-01-16,2024-01-15,401.16,3128.64,Delivered,Inter-City
SHP0915,ORD0915,WH010,VEH019,DRV027,RT006,2024-07-12,2024-07-15,2024-07-14,612.22,3391.73,Delivered,Local
SHP0916,ORD0916,WH010,VEH005,DRV038,RT020,2025-07-15,2025-07-17,2025-07-17,324.01,1722.79,Delivered,Local
SHP0917,ORD0917,WH008,VEH013,DRV036,RT017,2025-04-20,2025-04-26,2025-04-26,497.96,2821.19,Returned,Inter-City
SHP0918,ORD0918,WH006,VEH014,DRV001,RT010,2024-05-04,2024-05-06,2024-05-05,527.57,1209.79,Delivered,Inter-City
SHP0919,ORD0919,WH005,VEH020,DRV016,RT004,2024-12-01,2024-12-03,2024-12-01,530.24,1663.68,Delivered,Inter-City
SHP0920,ORD0920,WH010,VEH003,DRV010,RT005,2025-02-16,2025-02-17,2025-02-17,9.4,22.55,Delivered,Inter-City
SHP0921,ORD0921,WH005,VEH002,DRV042,RT015,2025-02-12,2025-02-14,2025-02-12,725.75,5561.69,Delivered,Local
SHP0922,ORD0922,WH005,VEH008,DRV003,RT010,2025-07-31,2025-08-01,2025-08-03,304.02,638.47,Delayed,Inter-City
SHP0923,ORD0923,WH009,VEH019,DRV032,RT011,2024-06-04,2024-06-10,2024-06-08,472.73,1039.55,Delivered,Local
SHP0924,ORD0924,WH010,VEH018,DRV028,RT011,2025-11-18,2025-11-22,2025-11-21,163.97,1101.13,Delivered,Inter-City
SHP0925,ORD0925,WH003,VEH010,DRV001,RT011,2025-09-27,2025-10-03,2025-10-01,155.58,795.25,Delivered,Local
SHP0926,ORD0926,WH004,VEH011,DRV015,RT001,2025-08-06,2025-08-10,2025-08-09,430.97,3298.84,Delivered,Inter-City
SHP0927,ORD0927,WH002,VEH020,DRV017,RT018,2025-09-27,2025-10-01,2025-10-01,915.8,4954.76,Delivered,Inter-City
SHP0928,ORD0928,WH009,VEH002,DRV042,RT012,2025-02-15,2025-02-20,2025-02-20,879.95,2209.6,Delivered,Local
SHP0929,ORD0929,WH006,VEH008,DRV041,RT001,2025-04-04,2025-04-09,2025-04-08,411.99,3138.82,Delivered,Inter-City
SHP0930,ORD0930,WH007,VEH019,DRV022,RT016,2024-06-05,2024-06-12,2024-06-10,915.78,5358.9,Delivered,Inter-City
SHP0931,ORD0931,WH005,VEH001,DRV020,RT008,2024-11-10,2024-11-14,2024-11-13,124.91,372.26,Delivered,Inter-City
SHP0932,ORD0932,WH004,VEH003,DRV043,RT007,2025-05-08,2025-05-14,2025-05-12,319.17,1413.36,Delivered,Inter-City
SHP0933,ORD0933,WH001,VEH002,DRV032,RT016,2025-05-22,2025-05-24,2025-05-22,173.71,864.72,Delivered,Inter-City
SHP0934,ORD0934,WH006,VEH002,DRV015,RT014,2024-03-29,2024-04-05,2024-04-03,762.99,2346.98,Delivered,Local
SHP0935,ORD0935,WH001,VEH005,DRV045,RT011,2025-09-28,2025-10-04,2025-10-02,599.63,1454.64,Delivered,Inter-City
SHP0936,ORD0936,WH004,VEH017,DRV031,RT007,2024-08-03,2024-08-07,2024-08-07,193.93,1239.32,Delivered,Inter-City
SHP0937,ORD0937,WH005,VEH010,DRV018,RT015,2024-10-20,2024-10-25,2024-10-23,5.08,18.42,Delivered,Inter-City
SHP0938,ORD0938,WH007,VEH001,DRV029,RT018,2025-03-01,2025-03-08,2025-03-08,775.59,3018.04,Delivered,Inter-City
SHP0939,ORD0939,WH002,VEH001,DRV045,RT016,2025-02-27,2025-03-02,2025-03-02,778.51,4398.43,Delivered,Inter-City
SHP0940,ORD0940,WH008,VEH002,DRV045,RT018,2024-12-31,2025-01-01,2024-12-31,696.6,5409.85,Delivered,Inter-City
SHP0941,ORD0941,WH003,VEH018,DRV038,RT012,2024-03-21,2024-03-24,2024-03-23,386.61,3027.0,Delivered,Inter-City
SHP0942,ORD0942,WH001,VEH020,DRV005,RT018,2024-12-28,2025-01-02,2025-01-02,347.59,1830.98,Delivered,Local
SHP0943,ORD0943,WH002,VEH004,DRV021,RT015,2024-09-23,2024-09-26,2024-09-24,801.76,3491.19,Delivered,Inter-City
SHP0944,ORD0944,WH006,VEH008,DRV039,RT004,2025-02-11,2025-02-12,2025-02-10,494.44,2391.49,Delivered,Local
SHP0945,ORD0945,WH001,VEH010,DRV001,RT019,2024-09-08,2024-09-15,2024-09-15,718.24,2810.9,Delivered,Local
SHP0946,ORD0946,WH005,VEH004,DRV035,RT009,2024-01-19,2024-01-26,2024-01-26,606.19,4080.13,Delivered,Local
SHP0947,ORD0947,WH009,VEH005,DRV012,RT003,2025-07-06,2025-07-07,2025-07-05,212.96,914.82,Delivered,Inter-City
SHP0948,ORD0948,WH003,VEH002,DRV016,RT017,2025-01-15,2025-01-22,2025-01-20,556.91,3401.03,Delivered,Inter-City
SHP0949,ORD0949,WH005,VEH001,DRV043,RT015,2025-06-30,2025-07-05,2025-07-05,155.79,612.28,Delivered,Local
SHP0950,ORD0950,WH010,VEH011,DRV006,RT013,2024-10-16,2024-10-22,2024-10-21,710.75,2302.74,Delivered,Local
SHP0951,ORD0951,WH004,VEH008,DRV022,RT014,2024-05-15,2024-05-17,2024-05-17,932.88,5251.56,Delivered,Inter-City
SHP0952,ORD0952,WH008,VEH010,DRV017,RT001,2025-05-30,2025-06-04,2025-06-04,763.28,5375.47,Delivered,Inter-City
SHP0953,ORD0953,WH008,VEH002,DRV033,RT020,2025-07-25,2025-07-29,2025-07-30,598.6,1344.55,Delayed,Inter-City
SHP0954,ORD0954,WH002,VEH020,DRV045,RT020,2024-04-04,2024-04-09,2024-04-07,823.21,4754.21,Delivered,Inter-City
SHP0955,ORD0955,WH005,VEH008,DRV006,RT003,2024-07-23,2024-07-29,2024-07-29,811.7,3467.12,Delivered,Local
SHP0956,ORD0956,WH002,VEH011,DRV035,RT009,2025-07-20,2025-07-23,2025-07-21,51.81,154.29,Delivered,Inter-City
SHP0957,ORD0957,WH007,VEH008,DRV012,RT004,2024-04-24,2024-04-29,2024-04-29,657.92,1443.54,In Transit,Inter-City
SHP0958,ORD0958,WH008,VEH006,DRV010,RT001,2024-11-17,2024-11-19,2024-11-17,905.46,5494.99,Delivered,Inter-City
SHP0959,ORD0959,WH008,VEH016,DRV018,RT012,2025-12-29,2026-01-01,2026-01-04,482.85,2988.52,Delayed,Inter-City
SHP0960,ORD0960,WH001,VEH018,DRV044,RT005,2025-10-17,2025-10-19,2025-10-19,446.57,1063.35,Delivered,Inter-City
SHP0961,ORD0961,WH007,VEH003,DRV040,RT019,2024-12-13,2024-12-19,2024-12-21,578.7,2619.98,Delayed,Local
SHP0962,ORD0962,WH008,VEH013,DRV027,RT005,2025-02-21,2025-02-23,2025-02-25,330.08,2163.23,Delayed,Inter-City
SHP0963,ORD0963,WH007,VEH001,DRV024,RT008,2024-01-14,2024-01-16,2024-01-14,387.45,2494.86,Delivered,Inter-City
SHP0964,ORD0964,WH005,VEH001,DRV009,RT012,2025-05-12,2025-05-19,2025-05-17,907.68,1847.7,Delivered,Local
SHP0965,ORD0965,WH007,VEH017,DRV026,RT002,2024-12-04,2024-12-11,2024-12-12,396.4,891.57,Delayed,Inter-City
SHP0966,ORD0966,WH007,VEH008,DRV028,RT001,2025-01-14,2025-01-15,2025-01-15,732.28,5362.19,Delivered,Local
SHP0967,ORD0967,WH002,VEH014,DRV018,RT001,2025-09-30,2025-10-05,2025-10-03,125.08,895.26,Delivered,Inter-City
SHP0968,ORD0968,WH010,VEH002,DRV038,RT004,2024-06-17,2024-06-18,2024-06-16,241.07,523.81,Delivered,Inter-City
SHP0969,ORD0969,WH006,VEH005,DRV002,RT020,2024-09-25,2024-09-28,2024-09-28,690.12,4557.8,Delivered,Inter-City
SHP0970,ORD0970,WH008,VEH012,DRV037,RT015,2025-12-13,2025-12-18,2025-12-17,235.11,628.37,Delivered,Inter-City
SHP0971,ORD0971,WH003,VEH013,DRV003,RT002,2025-09-30,2025-10-06,2025-10-04,433.23,1212.3,Delivered,Inter-City
SHP0972,ORD0972,WH008,VEH012,DRV032,RT010,2025-11-08,2025-11-11,2025-11-10,812.26,6407.83,Delivered,Inter-City
SHP0973,ORD0973,WH010,VEH005,DRV003,RT011,2024-10-19,2024-10-25,2024-10-30,962.83,3551.97,Delayed,Local
SHP0974,ORD0974,WH005,VEH011,DRV015,RT017,2024-04-02,2024-04-03,2024-04-01,21.21,113.82,Delivered,Inter-City
SHP0975,ORD0975,WH009,VEH020,DRV025,RT012,2025-10-06,2025-10-09,2025-10-07,215.3,1575.54,Delivered,Inter-City
SHP0976,ORD0976,WH005,VEH011,DRV026,RT013,2024-06-09,2024-06-16,2024-06-16,599.13,3663.66,Delivered,Inter-City
SHP0977,ORD0977,WH003,VEH004,DRV032,RT020,2025-05-21,2025-05-22,2025-05-21,700.91,2999.42,Delivered,Local
SHP0978,ORD0978,WH004,VEH014,DRV007,RT014,2024-05-22,2024-05-25,2024-05-23,425.94,1995.9,Delivered,Inter-City
SHP0979,ORD0979,WH005,VEH015,DRV041,RT005,2025-03-07,2025-03-11,2025-03-11,135.43,557.96,Delivered,Inter-City
SHP0980,ORD0980,WH002,VEH012,DRV033,RT012,2024-01-28,2024-01-29,2024-01-28,955.12,5812.26,Delivered,Inter-City
SHP0981,ORD0981,WH002,VEH015,DRV015,RT003,2025-03-09,2025-03-13,2025-03-14,319.45,742.34,Delayed,Inter-City
SHP0982,ORD0982,WH009,VEH015,DRV037,RT002,2025-01-17,2025-01-19,2025-01-19,259.38,635.56,Delivered,Local
SHP0983,ORD0983,WH004,VEH019,DRV021,RT010,2025-03-28,2025-04-02,2025-04-01,61.33,260.79,Delivered,Inter-City
SHP0984,ORD0984,WH005,VEH012,DRV014,RT004,2025-11-27,2025-12-04,2025-12-03,695.92,5515.22,Delivered,Local
SHP0985,ORD0985,WH008,VEH019,DRV004,RT011,2025-04-16,2025-04-17,2025-04-15,933.91,2315.83,Delivered,Local
SHP0986,ORD0986,WH009,VEH019,DRV035,RT013,2025-03-21,2025-03-27,2025-03-26,848.37,3756.32,Delivered,Inter-City
SHP0987,ORD0987,WH004,VEH014,DRV022,RT013,2024-05-06,2024-05-11,2024-05-11,198.83,782.12,Delivered,Inter-City
SHP0988,ORD0988,WH010,VEH016,DRV017,RT018,2025-04-16,2025-04-20,2025-04-18,955.07,4054.78,Delivered,Inter-City
SHP0989,ORD0989,WH008,VEH002,DRV050,RT006,2024-09-05,2024-09-11,2024-09-09,480.88,2329.52,Delivered,Inter-City
SHP0990,ORD0990,WH002,VEH018,DRV017,RT008,2024-01-07,2024-01-14,2024-01-12,104.76,326.19,Delivered,Local
SHP0991,ORD0991,WH001,VEH020,DRV024,RT014,2025-05-15,2025-05-17,2025-05-17,193.71,1337.43,Delivered,Local
SHP0992,ORD0992,WH010,VEH016,DRV014,RT005,2024-08-03,2024-08-08,2024-08-07,292.65,655.39,Delivered,Inter-City
SHP0993,ORD0993,WH009,VEH005,DRV021,RT008,2024-06-16,2024-06-23,2024-06-27,935.1,6896.0,Delayed,Inter-City
SHP0994,ORD0994,WH008,VEH013,DRV040,RT019,2025-10-30,2025-11-01,2025-10-31,169.51,820.49,Delivered,Inter-City
SHP0995,ORD0995,WH004,VEH020,DRV046,RT006,2024-08-17,2024-08-23,2024-08-21,868.13,5130.85,Delivered,Inter-City
SHP0996,ORD0996,WH001,VEH005,DRV016,RT006,2024-01-23,2024-01-28,2024-01-28,255.11,2027.98,Delivered,Local
SHP0997,ORD0997,WH002,VEH014,DRV040,RT007,2024-08-21,2024-08-28,2024-08-28,518.68,1950.24,Delivered,Inter-City
SHP0998,ORD0998,WH004,VEH010,DRV032,RT003,2025-09-11,2025-09-16,2025-09-14,153.6,867.63,Delivered,Local
SHP0999,ORD0999,WH008,VEH011,DRV021,RT003,2024-12-02,2024-12-09,2024-12-08,691.59,1909.5,Delivered,Local
SHP1000,ORD1000,WH007,VEH002,DRV029,RT011,2025-03-22,2025-03-27,2025-04-01,624.22,2004.02,Delayed,Inter-City
SHP1001,ORD1001,WH004,VEH004,DRV002,RT001,2025-02-06,2025-02-13,2025-02-13,287.92,1000.56,In Transit,Inter-City
SHP1002,ORD1002,WH003,VEH006,DRV050,RT014,2025-10-02,2025-10-08,2025-10-08,914.04,4530.51,Delivered,Inter-City
SHP1003,ORD1003,WH008,VEH015,DRV014,RT007,2024-03-18,2024-03-22,2024-03-20,508.7,3947.79,Delivered,Inter-City
SHP1004,ORD1004,WH007,VEH013,DRV020,RT016,2024-01-29,2024-02-05,2024-02-04,8.43,45.11,Delivered,Inter-City
SHP1005,ORD1005,WH001,VEH008,DRV025,RT002,2024-12-09,2024-12-14,2024-12-13,173.62,871.67,Delivered,Inter-City
SHP1006,ORD1006,WH005,VEH005,DRV041,RT010,2024-03-27,2024-04-02,2024-04-02,642.11,4332.0,Delivered,Inter-City
SHP1007,ORD1007,WH005,VEH002,DRV009,RT016,2024-10-03,2024-10-04,2024-10-02,649.76,2992.78,Delivered,Inter-City
SHP1008,ORD1008,WH006,VEH017,DRV011,RT014,2025-04-09,2025-04-13,2025-04-13,374.39,2828.9,Delivered,Inter-City
SHP1009,ORD1009,WH007,VEH006,DRV001,RT002,2024-09-07,2024-09-13,2024-09-13,407.81,2784.98,In Transit,Local
SHP1010,ORD1010,WH006,VEH013,DRV017,RT014,2024-03-13,2024-03-16,2024-03-21,450.58,1752.92,Delayed,Local
SHP1011,ORD1011,WH008,VEH019,DRV014,RT004,2025-06-19,2025-06-21,2025-06-19,700.49,3799.74,Delivered,Inter-City
SHP1012,ORD1012,WH008,VEH019,DRV035,RT009,2025-09-04,2025-09-11,2025-09-11,261.4,1956.15,Delivered,Inter-City
SHP1013,ORD1013,WH009,VEH014,DRV003,RT019,2025-09-27,2025-09-30,2025-09-29,19.14,70.68,Delivered,Local
SHP1014,ORD1014,WH004,VEH005,DRV027,RT014,2024-10-30,2024-11-01,2024-11-01,136.13,453.94,Delivered,Inter-City
SHP1015,ORD1015,WH010,VEH009,DRV025,RT004,2024-05-13,2024-05-14,2024-05-14,161.16,852.26,In Transit,Inter-City
SHP1016,ORD1016,WH009,VEH003,DRV043,RT004,2024-12-03,2024-12-08,2024-12-07,564.57,2278.95,Delivered,Inter-City
SHP1017,ORD1017,WH005,VEH001,DRV001,RT003,2024-07-05,2024-07-11,2024-07-10,439.75,2723.84,Delivered,Local
SHP1018,ORD1018,WH003,VEH005,DRV013,RT019,2025-06-27,2025-07-03,2025-07-02,939.35,3570.49,Delivered,Inter-City
SHP1019,ORD1019,WH003,VEH011,DRV026,RT015,2025-05-31,2025-06-06,2025-06-05,68.89,349.99,Delivered,Inter-City
SHP1020,ORD1020,WH009,VEH017,DRV010,RT005,2024-07-28,2024-08-01,2024-07-30,644.75,3799.89,Delivered,Local
SHP1021,ORD1021,WH001,VEH011,DRV043,RT018,2024-10-24,2024-10-25,2024-10-24,524.55,2258.98,Delivered,Inter-City
SHP1022,ORD1022,WH002,VEH007,DRV045,RT009,2025-08-12,2025-08-18,2025-08-17,403.81,1940.4,Delivered,Inter-City
SHP1023,ORD1023,WH010,VEH020,DRV035,RT009,2025-02-04,2025-02-05,2025-02-03,327.94,1498.78,Delivered,Inter-City
SHP1024,ORD1024,WH008,VEH020,DRV018,RT019,2025-01-31,2025-02-02,2025-01-31,543.87,4256.54,Delivered,Local
SHP1025,ORD1025,WH010,VEH015,DRV010,RT007,2025-02-08,2025-02-15,2025-02-15,123.73,870.62,Returned,Local
SHP1026,ORD1026,WH001,VEH019,DRV010,RT014,2024-03-26,2024-03-30,2024-03-29,136.75,354.69,Delivered,Local
SHP1027,ORD1027,WH006,VEH012,DRV021,RT015,2025-12-01,2025-12-06,2025-12-05,951.33,3789.4,Delivered,Inter-City
SHP1028,ORD1028,WH009,VEH013,DRV021,RT011,2025-01-02,2025-01-06,2025-01-05,104.38,813.79,Delivered,Inter-City
SHP1029,ORD1029,WH005,VEH016,DRV028,RT009,2024-01-06,2024-01-07,2024-01-07,389.48,1822.17,Delivered,Inter-City
SHP1030,ORD1030,WH009,VEH014,DRV034,RT005,2024-10-25,2024-10-31,2024-10-31,360.63,1618.63,Delivered,Local
SHP1031,ORD1031,WH006,VEH009,DRV021,RT004,2024-06-06,2024-06-08,2024-06-07,862.27,3069.74,Delivered,Local
SHP1032,ORD1032,WH009,VEH019,DRV040,RT016,2024-10-30,2024-10-31,2024-10-31,148.0,1049.05,In Transit,Inter-City
SHP1033,ORD1033,WH004,VEH007,DRV034,RT014,2025-07-01,2025-07-05,2025-07-05,515.0,1751.15,Delivered,Inter-City
SHP1034,ORD1034,WH006,VEH016,DRV003,RT003,2025-04-08,2025-04-09,2025-04-09,411.17,934.79,Delivered,Inter-City
SHP1035,ORD1035,WH010,VEH010,DRV018,RT005,2024-08-05,2024-08-10,2024-08-10,644.77,1524.61,Returned,Inter-City
SHP1036,ORD1036,WH001,VEH011,DRV047,RT002,2025-07-07,2025-07-12,2025-07-17,227.22,1794.75,Delayed,Inter-City
SHP1037,ORD1037,WH005,VEH003,DRV014,RT009,2025-11-15,2025-11-20,2025-11-20,585.96,2695.15,Delivered,Inter-City
SHP1038,ORD1038,WH002,VEH020,DRV031,RT020,2025-05-11,2025-05-18,2025-05-16,878.25,2467.51,Delivered,Inter-City
SHP1039,ORD1039,WH005,VEH011,DRV010,RT018,2024-10-02,2024-10-03,2024-10-05,365.77,2068.93,Delayed,Inter-City
SHP1040,ORD1040,WH009,VEH001,DRV020,RT011,2024-02-13,2024-02-17,2024-02-17,208.62,1360.42,In Transit,Inter-City
SHP1041,ORD1041,WH007,VEH016,DRV020,RT017,2024-01-15,2024-01-20,2024-01-19,500.77,2921.97,Delivered,Inter-City
SHP1042,ORD1042,WH004,VEH019,DRV017,RT001,2024-12-10,2024-12-15,2024-12-13,762.46,1731.5,Delivered,Inter-City
SHP1043,ORD1043,WH007,VEH001,DRV011,RT020,2024-09-13,2024-09-16,2024-09-16,652.42,4470.68,Delivered,Local
SHP1044,ORD1044,WH001,VEH008,DRV006,RT012,2025-06-27,2025-07-02,2025-07-02,335.46,1235.23,Delivered,Inter-City
SHP1045,ORD1045,WH001,VEH015,DRV013,RT010,2024-06-06,2024-06-07,2024-06-07,100.89,652.21,Delivered,Local
SHP1046,ORD1046,WH008,VEH016,DRV019,RT018,2025-03-23,2025-03-27,2025-03-26,611.61,4730.19,Delivered,Inter-City
SHP1047,ORD1047,WH002,VEH010,DRV005,RT017,2025-03-11,2025-03-17,2025-03-16,993.46,6080.39,Delivered,Local
SHP1048,ORD1048,WH003,VEH007,DRV001,RT017,2025-06-18,2025-06-25,2025-06-23,133.49,752.65,Delivered,Inter-City
SHP1049,ORD1049,WH009,VEH013,DRV045,RT017,2024-10-10,2024-10-11,2024-10-09,423.18,1467.65,Delivered,Local
SHP1050,ORD1050,WH004,VEH006,DRV028,RT001,2025-10-20,2025-10-23,2025-10-21,550.89,3469.83,Delivered,Inter-City
SHP1051,ORD1051,WH005,VEH006,DRV030,RT014,2025-05-07,2025-05-10,2025-05-08,213.74,1516.66,Delivered,Local
SHP1052,ORD1052,WH008,VEH007,DRV045,RT001,2025-01-28,2025-02-01,2025-02-01,844.21,2770.54,Delivered,Inter-City
SHP1053,ORD1053,WH002,VEH012,DRV006,RT017,2024-04-02,2024-04-06,2024-04-04,503.15,1896.58,Delivered,Inter-City
SHP1054,ORD1054,WH003,VEH013,DRV024,RT011,2025-07-30,2025-08-02,2025-08-01,624.74,3475.0,Delivered,Inter-City
SHP1055,ORD1055,WH001,VEH014,DRV010,RT008,2024-05-16,2024-05-20,2024-05-18,148.69,880.63,Delivered,Inter-City
SHP1056,ORD1056,WH002,VEH015,DRV040,RT017,2025-08-16,2025-08-17,2025-08-17,884.48,2978.92,Delivered,Inter-City
SHP1057,ORD1057,WH010,VEH002,DRV003,RT014,2024-11-19,2024-11-26,2024-11-25,873.56,5491.9,Delivered,Inter-City
SHP1058,ORD1058,WH008,VEH002,DRV043,RT018,2024-10-14,2024-10-21,2024-10-20,984.51,5400.58,Delivered,Local
SHP1059,ORD1059,WH005,VEH003,DRV041,RT015,2025-03-06,2025-03-10,2025-03-09,317.31,1764.27,Delivered,Inter-City
SHP1060,ORD1060,WH002,VEH018,DRV035,RT020,2025-12-02,2025-12-03,2025-12-07,750.2,3583.42,Delayed,Inter-City
SHP1061,ORD1061,WH002,VEH012,DRV038,RT003,2024-11-24,2024-11-28,2024-11-26,62.79,344.48,Delivered,Inter-City
SHP1062,ORD1062,WH006,VEH017,DRV039,RT013,2024-06-20,2024-06-24,2024-06-29,214.05,766.61,Delayed,Inter-City
SHP1063,ORD1063,WH009,VEH015,DRV027,RT007,2025-06-21,2025-06-22,2025-06-22,959.69,5865.13,Delivered,Inter-City
SHP1064,ORD1064,WH007,VEH003,DRV010,RT008,2025-08-30,2025-09-03,2025-09-01,113.23,304.26,Delivered,Inter-City
