order_id,customer_id,order_date,product_category,order_value,payment_mode
ORD0984,CUST191,2025-09-27,Clothing,5033,UPI
ORD0985,CUST460,2025-08-11,Clothing,5020,UPI
ORD0986,CUST094,2025-06-07,Clothing,4259,UPI
ORD0987,CUST114,2025-08-13,Furniture,4774,UPI
ORD0988,CUST270,2025-03-09,Food,2714,Card
ORD0989,CUST017,2025-05-29,Clothing,4225,UPI
ORD0990,CUST441,2025-12-03,Furniture,17981,UPI
ORD0991,CUST500,2024-05-03,Automotive,18980,UPI
ORD0992,CUST236,2024-11-19,Automotive,2275,UPI
ORD0993,CUST007,2025-11-21,Furniture,15433,UPI
ORD0994,CUST298,2024-04-13,Clothing,3962,UPI
ORD0995,CUST314,2024-09-22,Furniture,20975,Card
ORD0996,CUST135,2024-08-30,Clothing,4861,Card
ORD0997,CUST491,2025-09-19,Clothing,3997,Card
ORD0998,CUST095,2025-05-25,Food,1362,Card
ORD0999,CUST215,2025-12-18,Clothing,3990,UPI
ORD1000,CUST438,2025-02-14,Clothing,4692,COD
ORD1001,CUST093,2025-08-08,Furniture,21870,Card
ORD1002,CUST352,2024-08-22,Electronics,22691,Card
ORD1003,CUST412,2024-08-29,Healthcare,8081,UPI
ORD1004,CUST439,2025-01-25,Furniture,7779,UPI
ORD1005,CUST410,2024-06-02,Food,539,UPI
ORD1006,CUST091,2025-03-07,Food,1050,UPI
ORD1007,CUST458,2025-10-07,Healthcare,9748,Card
ORD1008,CUST369,2024-11-19,Food,1728,Card
ORD1009,CUST129,2025-07-29,Healthcare,1781,Card
ORD1010,CUST204,2024-04-11,Automotive,7352,Net Banking
ORD1011,CUST031,2024-08-08,Clothing,4903,COD
ORD1012,CUST430,2025-10-06,Electronics,34481,Net Banking
ORD1013,CUST382,2024-12-08,Clothing,3957,COD
ORD1014,CUST185,2025-07-27,Healthcare,14271,UPI
ORD1015,CUST132,2024-12-18,Electronics,31985,UPI
ORD1016,CUST063,2024-12-25,Automotive,21843,UPI
ORD1017,CUST102,2025-08-13,Healthcare,11647,Card
ORD1018,CUST333,2025-07-05,Furniture,28569,COD
ORD1019,CUST146,2024-12-29,Clothing,6514,UPI
ORD1020,CUST262,2025-05-14,Automotive,16645,COD
ORD1021,CUST456,2024-03-21,Food,1673,UPI
ORD1022,CUST238,2025-10-08,Furniture,8491,COD
ORD1023,CUST328,2024-12-11,Food,2841,UPI
ORD1024,CUST208,2024-03-14,Electronics,15616,UPI
ORD1025,CUST176,2024-08-21,Clothing,3595,Card
ORD1026,CUST335,2024-10-25,Automotive,10764,UPI
ORD1027,CUST310,2025-10-22,Food,1611,UPI
ORD1028,CUST455,2025-03-31,Clothing,7126,UPI
ORD1029,CUST301,2025-06-17,Food,2195,COD
ORD1030,CUST086,2024-07-07,Electronics,13194,Card
ORD1031,CUST373,2024-08-28,Automotive,10245,UPI
ORD1032,CUST482,2025-12-18,Automotive,4623,Card
ORD1033,CUST108,2024-06-19,Food,921,Net Banking
ORD1034,CUST049,2024-03-06,Food,2746,UPI
ORD1035,CUST028,2024-01-27,Food,2646,UPI
ORD1036,CUST392,2024-03-26,Electronics,22200,UPI
ORD1037,CUST317,2024-06-08,Electronics,47915,UPI
ORD1038,CUST477,2025-02-03,Clothing,2878,Card
ORD1039,CUST127,2024-10-17,Food,1017,UPI
ORD1040,CUST068,2025-06-23,Furniture,3936,Card
ORD1041,CUST018,2025-11-10,Clothing,3664,Net Banking
ORD1042,CUST443,2025-05-02,Food,2714,UPI
ORD1043,CUST479,2024-10-05,Healthcare,8288,Card
ORD1044,CUST070,2025-12-15,Healthcare,3900,UPI
ORD1045,CUST303,2025-09-03,Food,2810,COD
ORD1046,CUST223,2025-06-20,Automotive,22956,Card
ORD1047,CUST274,2024-11-13,Clothing,4945,COD
ORD1048,CUST277,2024-08-20,Electronics,33957,Card
ORD1049,CUST158,2025-01-09,Food,1564,UPI
ORD1050,CUST080,2024-11-06,Electronics,5006,Card
ORD1051,CUST268,2024-05-19,Clothing,3349,COD
ORD1052,CUST241,2025-07-01,Electronics,37239,Card
ORD1053,CUST485,2025-05-03,Clothing,1074,COD
ORD1054,CUST393,2025-03-16,Clothing,5890,COD
ORD1055,CUST119,2024-01-08,Healthcare,7121,UPI
ORD1056,CUST097,2025-02-25,Healthcare,8161,UPI
ORD1057,CUST203,2024-09-12,Furniture,26427,Card
ORD1058,CUST378,2025-10-23,Food,2049,UPI
ORD1059,CUST113,2024-09-26,Electronics,32671,COD
ORD1060,CUST321,2024-09-02,Healthcare,13526,COD
ORD1061,CUST410,2025-09-19,Automotive,24434,UPI
ORD1062,CUST140,2024-10-18,Automotive,19430,UPI
ORD1063,CUST415,2024-10-02,Food,1270,Net Banking
ORD1064,CUST437,2024-03-11,Furniture,7476,UPI
ORD1065,CUST149,2024-04-23,Automotive,16920,COD
ORD1066,CUST317,2025-04-08,Clothing,6738,UPI
ORD1067,CUST319,2025-05-18,Furniture,13506,Card
ORD1068,CUST010,2024-06-04,Electronics,40059,UPI
ORD1069,CUST012,2024-07-09,Electronics,23488,Card
ORD1070,CUST138,2024-05-08,Automotive,16366,Card
ORD1071,CUST373,2024-01-09,Furniture,5955,Card
ORD1072,CUST078,2024-01-16,Food,1389,UPI
ORD1073,CUST176,2025-03-06,Clothing,7436,Net Banking
ORD1074,CUST410,2025-05-25,Clothing,4798,COD
ORD1075,CUST357,2024-02-02,Clothing,1657,UPI
ORD1076,CUST432,2024-05-29,Electronics,22465,UPI
ORD1077,CUST398,2025-02-05,Electronics,40598,UPI
ORD1078,CUST241,2024-07-04,Furniture,11194,Card
ORD1079,CUST419,2025-01-25,Electronics,12992,Card
ORD1080,CUST499,2024-09-11,Food,2314,Card
ORD1081,CUST127,2024-02-04,Furniture,18100,UPI
ORD1082,CUST377,2024-04-06,Healthcare,11911,UPI
ORD1083,CUST107,2025-04-29,Food,1778,Card
ORD1084,CUST480,2024-11-26,Furniture,23616,Card
ORD1085,CUST373,2024-02-13,Automotive,20008,COD
ORD1086,CUST267,2024-05-05,Clothing,4942,UPI
ORD1087,CUST327,2024-11-01,Furniture,14810,Card
ORD1088,CUST455,2024-02-23,Automotive,9136,UPI
ORD1089,CUST499,2024-04-25,Furniture,23739,UPI
ORD1090,CUST223,2024-11-28,Electronics,15968,Net Banking
ORD1091,CUST407,2024-10-09,Healthcare,2960,Card
ORD1092,CUST203,2024-09-05,Electronics,7752,COD
ORD1093,CUST298,2025-12-08,Food,2942,UPI
ORD1094,CUST080,2025-01-15,Electronics,21300,UPI
ORD1095,CUST081,2025-05-26,Electronics,49954,Net Banking
ORD1096,CUST317,2024-12-12,Automotive,3967,Card
ORD1097,CUST031,2024-12-30,Automotive,7043,UPI
ORD1098,CUST360,2025-07-03,Electronics,13246,UPI
ORD1099,CUST250,2024-08-26,Clothing,5574,UPI
ORD1100,CUST404,2025-10-22,Clothing,7598,COD
ORD1101,CUST457,2025-03-25,Automotive,8323,UPI
ORD1102,CUST011,2025-12-06,Food,1967,UPI
ORD1103,CUST371,2024-05-17,Clothing,1323,UPI
ORD1104,CUST249,2025-12-24,Food,2789,UPI
ORD1105,CUST151,2025-07-09,Automotive,18059,UPI
ORD1106,CUST098,2025-08-03,Furniture,20813,Card
ORD1107,CUST179,2024-11-27,Automotive,17348,UPI
ORD1108,CUST141,2025-09-05,Healthcare,3627,COD
ORD1109,CUST036,2025-06-27,Furniture,17725,UPI
ORD1110,CUST152,2024-09-26,Healthcare,7014,Card
ORD1111,CUST233,2024-01-01,Automotive,18579,COD
ORD1112,CUST195,2024-07-08,Electronics,45614,Card
ORD1113,CUST439,2025-01-07,Healthcare,4912,Card
ORD1114,CUST165,2024-03-05,Automotive,19660,UPI
ORD1115,CUST420,2025-01-31,Furniture,20172,UPI
ORD1116,CUST350,2025-05-24,Healthcare,3525,Card
ORD1117,CUST314,2024-10-16,Clothing,4357,COD
ORD1118,CUST329,2024-11-25,Electronics,11308,Card
ORD1119,CUST268,2025-11-05,Electronics,7868,Card
ORD1120,CUST428,2024-05-12,Furniture,4024,Net Banking
ORD1121,CUST104,2024-04-19,Food,1284,Card
ORD1122,CUST051,2024-02-02,Healthcare,11514,UPI
ORD1123,CUST429,2025-02-01,Automotive,18053,Card
ORD1124,CUST270,2025-09-30,Automotive,21342,COD
ORD1125,CUST132,2024-02-20,Clothing,2808,UPI
ORD1126,CUST311,2024-03-13,Electronics,18679,Card
ORD1127,CUST336,2025-05-18,Electronics,35674,UPI
ORD1128,CUST411,2025-10-16,Electronics,28653,Card
ORD1129,CUST286,2025-03-01,Clothing,7506,UPI
ORD1130,CUST363,2024-02-29,Healthcare,5355,Card
ORD1131,CUST271,2024-02-11,Automotive,4306,Net Banking
ORD1132,CUST428,2024-11-07,Electronics,19149,UPI
ORD1133,CUST492,2025-06-15,Electronics,11633,Card
ORD1134,CUST372,2024-08-24,Healthcare,7313,Net Banking
ORD1135,CUST098,2024-07-16,Healthcare,11762,COD
ORD1136,CUST128,2025-08-06,Automotive,7862,UPI
ORD1137,CUST286,2025-07-25,Food,932,UPI
ORD1138,CUST393,2025-10-15,Healthcare,6864,UPI
ORD1139,CUST346,2025-04-14,Automotive,23798,COD
ORD1140,CUST219,2024-04-16,Furniture,28967,COD
ORD1141,CUST093,2025-07-17,Food,2567,Card
ORD1142,CUST173,2025-11-04,Furniture,20494,COD
ORD1143,CUST308,2025-03-29,Clothing,3581,Card
ORD1144,CUST282,2024-11-28,Clothing,4377,Card
ORD1145,CUST392,2025-10-10,Food,1824,UPI
ORD1146,CUST312,2024-09-03,Healthcare,9939,Net Banking
ORD1147,CUST110,2025-01-19,Healthcare,13199,UPI
ORD1148,CUST131,2025-01-03,Food,2332,COD
ORD1149,CUST492,2025-02-10,Electronics,7271,Net Banking
ORD1150,CUST146,2025-09-02,Electronics,38922,Net Banking
ORD1151,CUST070,2024-11-05,Electronics,24682,UPI
ORD1152,CUST114,2024-08-07,Clothing,1177,UPI
ORD1153,CUST396,2025-12-07,Clothing,5535,UPI
ORD1154,CUST262,2025-07-23,Healthcare,10365,UPI
ORD1155,CUST080,2024-04-06,Electronics,35170,UPI
ORD1156,CUST183,2024-06-08,Furniture,11683,COD
ORD1157,CUST188,2025-08-19,Furniture,10634,Card
ORD1158,CUST132,2024-11-03,Electronics,42387,UPI
ORD1159,CUST205,2025-08-05,Furniture,27060,UPI
ORD1160,CUST040,2024-11-28,Food,1208,UPI
ORD1161,CUST250,2025-12-07,Automotive,20881,Card
ORD1162,CUST420,2024-04-07,Healthcare,11522,Card
ORD1163,CUST154,2024-02-08,Automotive,20883,COD
ORD1164,CUST196,2024-03-21,Electronics,26914,Card
ORD1165,CUST179,2025-03-20,Food,993,COD
ORD1166,CUST446,2024-08-20,Automotive,23390,COD
ORD1167,CUST435,2025-09-08,Electronics,46542,UPI
ORD1168,CUST399,2025-10-09,Food,721,COD
ORD1169,CUST157,2025-06-20,Electronics,25926,UPI
ORD1170,CUST277,2025-08-01,Furniture,13709,COD
ORD1171,CUST258,2025-12-15,Furniture,8019,UPI
ORD1172,CUST026,2025-11-20,Automotive,14873,COD
ORD1173,CUST498,2025-04-01,Healthcare,10424,COD
ORD1174,CUST259,2024-04-02,Furniture,17153,COD
ORD1175,CUST149,2025-02-07,Furniture,7331,Net Banking
ORD1176,CUST173,2024-03-25,Food,2840,UPI
ORD1177,CUST382,2024-02-20,Healthcare,7540,UPI
ORD1178,CUST135,2024-03-28,Food,2555,UPI
ORD1179,CUST223,2025-12-15,Furniture,27970,UPI
ORD1180,CUST070,2025-05-07,Healthcare,4245,Card
ORD1181,CUST250,2025-02-08,Automotive,20721,UPI
ORD1182,CUST101,2025-07-28,Healthcare,13053,COD
ORD1183,CUST269,2024-09-09,Furniture,5347,Card
ORD1184,CUST137,2025-03-16,Clothing,6609,COD
ORD1185,CUST474,2025-08-12,Electronics,12374,UPI
ORD1186,CUST344,2025-02-27,Food,1996,COD
ORD1187,CUST179,2024-07-14,Clothing,3822,COD
ORD1188,CUST305,2025-11-02,Electronics,24976,Card
ORD1189,CUST087,2024-12-24,Healthcare,14460,Card
ORD1190,CUST412,2025-03-28,Healthcare,3389,Net Banking
ORD1191,CUST226,2024-02-15,Furniture,9543,UPI
ORD1192,CUST351,2025-01-17,Furniture,27829,Card
ORD1193,CUST373,2024-03-28,Electronics,8574,UPI
ORD1194,CUST125,2025-09-27,Furniture,29874,UPI
ORD1195,CUST148,2024-01-15,Clothing,6683,UPI
ORD1196,CUST412,2024-04-23,Clothing,4686,UPI
ORD1197,CUST242,2024-01-24,Clothing,2712,UPI
ORD1198,CUST379,2025-07-04,Furniture,9678,UPI
ORD1199,CUST280,2025-06-19,Clothing,5495,COD
ORD1200,CUST248,2025-09-29,Automotive,6631,Card
ORD1201,CUST356,2025-12-16,Automotive,2602,COD
ORD1202,CUST193,2025-08-19,Automotive,19262,UPI
ORD1203,CUST023,2024-09-18,Furniture,4969,UPI
ORD1204,CUST146,2024-07-24,Automotive,22249,Card
ORD1205,CUST139,2024-02-24,Food,534,UPI
ORD1206,CUST035,2025-02-01,Automotive,10890,UPI
ORD1207,CUST340,2025-11-06,Clothing,1883,Card
ORD1208,CUST010,2024-10-26,Automotive,14665,UPI
ORD1209,CUST119,2025-01-24,Healthcare,12627,Card
ORD1210,CUST051,2024-11-19,Food,2945,Card
ORD1211,CUST273,2024-03-31,Furniture,9516,UPI
ORD1212,CUST257,2025-04-13,Healthcare,12673,UPI
ORD1213,CUST012,2024-02-10,Furniture,20347,Net Banking
ORD1214,CUST157,2024-12-07,Food,2111,Card
ORD1215,CUST382,2024-06-09,Electronics,27726,UPI
ORD1216,CUST351,2024-12-26,Clothing,6121,COD
ORD1217,CUST155,2024-08-29,Healthcare,5519,UPI
ORD1218,CUST416,2024-03-04,Automotive,10443,Card
ORD1219,CUST450,2025-01-31,Electronics,41368,COD
ORD1220,CUST486,2024-10-13,Furniture,7971,UPI
ORD1221,CUST175,2025-02-06,Automotive,6497,UPI
ORD1222,CUST045,2025-01-26,Healthcare,12108,UPI
ORD1223,CUST314,2025-10-02,Automotive,9452,UPI
ORD1224,CUST214,2024-09-03,Healthcare,3502,UPI
ORD1225,CUST219,2024-11-15,Healthcare,6395,Card
ORD1226,CUST230,2025-07-09,Furniture,9775,UPI
ORD1227,CUST335,2024-05-21,Healthcare,9869,Card
ORD1228,CUST351,2024-07-26,Furniture,13125,COD
ORD1229,CUST353,2025-12-23,Healthcare,3215,COD
ORD1230,CUST221,2024-05-28,Automotive,20508,Card
ORD1231,CUST470,2024-06-10,Clothing,1555,UPI
ORD1232,CUST286,2025-06-29,Automotive,5879,Card
ORD1233,CUST095,2024-11-21,Furniture,26824,Card
ORD1234,CUST016,2024-11-22,Food,2184,UPI
ORD1235,CUST156,2025-03-29,Automotive,22868,UPI
ORD1236,CUST478,2024-10-07,Furniture,28529,COD
ORD1237,CUST097,2024-04-19,Furniture,9053,UPI
ORD1238,CUST014,2025-09-18,Healthcare,5372,UPI
ORD1239,CUST311,2025-08-03,Healthcare,4783,UPI
ORD1240,CUST306,2024-08-25,Furniture,25523,UPI
ORD1241,CUST014,2025-01-02,Electronics,36234,COD
ORD1242,CUST069,2025-05-29,Healthcare,8680,Net Banking
ORD1243,CUST365,2025-10-27,Clothing,2507,Net Banking
ORD1244,CUST437,2025-01-31,Food,2440,UPI
ORD1245,CUST071,2024-06-16,Furniture,10414,UPI
ORD1246,CUST017,2025-02-22,Electronics,22685,Card
ORD1247,CUST487,2025-02-26,Furniture,27325,UPI
ORD1248,CUST344,2024-07-26,Furniture,5167,UPI
ORD1249,CUST091,2025-03-25,Healthcare,9027,Net Banking
ORD1250,CUST353,2024-11-28,Food,1510,UPI
ORD1251,CUST219,2025-02-18,Electronics,44841,Card
ORD1252,CUST377,2025-01-24,Automotive,12253,UPI
ORD1253,CUST202,2025-09-18,Automotive,20741,UPI
ORD1254,CUST305,2025-07-03,Healthcare,11508,UPI
ORD1255,CUST449,2025-12-22,Electronics,39121,COD
ORD1256,CUST056,2025-04-07,Food,673,COD
ORD1257,CUST450,2024-09-08,Healthcare,9812,COD
ORD1258,CUST203,2024-02-10,Healthcare,7347,Card
ORD1259,CUST265,2025-10-07,Electronics,17442,UPI
ORD1260,CUST150,2025-03-26,Food,1747,Card
ORD1261,CUST397,2024-10-19,Food,1181,Card
ORD1262,CUST217,2024-10-28,Healthcare,1893,COD
ORD1263,CUST354,2025-06-13,Furniture,18190,UPI
ORD1264,CUST425,2025-10-23,Food,870,Card
ORD1265,CUST370,2025-05-27,Electronics,16781,UPI
ORD1266,CUST399,2025-08-22,Automotive,19904,UPI
ORD1267,CUST070,2025-02-06,Food,1824,Net Banking
ORD1268,CUST231,2024-01-26,Furniture,17866,Card
ORD1269,CUST303,2025-12-30,Furniture,17899,UPI
ORD1270,CUST047,2024-09-13,Clothing,6666,UPI
ORD1271,CUST333,2025-12-29,Furniture,26539,Card
ORD1272,CUST376,2024-05-06,Electronics,12481,Net Banking
ORD1273,CUST362,2025-04-05,Automotive,13892,COD
ORD1274,CUST044,2025-06-20,Automotive,14585,COD
ORD1275,CUST373,2025-06-07,Healthcare,3619,Net Banking
ORD1276,CUST194,2025-07-17,Food,679,UPI
ORD1277,CUST394,2024-06-23,Clothing,5632,Card
ORD1278,CUST447,2025-11-06,Furniture,8312,UPI
ORD1279,CUST445,2024-05-28,Furniture,28203,UPI
ORD1280,CUST365,2024-02-22,Food,1761,COD
ORD1281,CUST159,2025-04-01,Clothing,6131,UPI
ORD1282,CUST093,2024-04-30,Furniture,9647,COD
ORD1283,CUST002,2025-09-29,Clothing,1100,Card
ORD1284,CUST235,2025-05-24,Food,2726,Card
ORD1285,CUST414,2024-01-06,Healthcare,9084,Card
ORD1286,CUST122,2024-08-10,Healthcare,11804,COD
ORD1287,CUST244,2025-04-09,Food,2309,Card
ORD1288,CUST041,2025-09-07,Healthcare,1107,Card
ORD1289,CUST126,2025-07-14,Clothing,6077,UPI
ORD1290,CUST322,2025-07-24,Furniture,4602,Card
ORD1291,CUST095,2024-05-31,Electronics,47813,UPI
ORD1292,CUST179,2024-02-07,Furniture,4062,Net Banking
ORD1293,CUST342,2025-08-14,Healthcare,5889,Card
ORD1294,CUST170,2024-03-30,Electronics,12136,Card
ORD1295,CUST214,2024-07-01,Furniture,25023,UPI
ORD1296,CUST146,2025-09-17,Automotive,24659,UPI
ORD1297,CUST359,2025-09-01,Healthcare,13899,Net Banking
ORD1298,CUST288,2024-06-30,Food,2871,UPI
ORD1299,CUST185,2024-02-06,Electronics,24614,UPI
ORD1300,CUST166,2025-01-12,Food,777,UPI
ORD1301,CUST389,2025-03-13,Healthcare,2063,COD
ORD1302,CUST150,2025-04-27,Furniture,6998,Net Banking
ORD1303,CUST356,2024-10-08,Clothing,5317,UPI
ORD1304,CUST212,2025-06-21,Furniture,25800,UPI
ORD1305,CUST108,2025-09-18,Electronics,12163,UPI
ORD1306,CUST293,2025-10-06,Healthcare,2436,Net Banking
ORD1307,CUST248,2025-12-06,Healthcare,13913,Card
ORD1308,CUST362,2024-10-21,Food,2993,UPI
ORD1309,CUST435,2024-11-20,Clothing,5304,UPI
ORD1310,CUST295,2025-09-30,Clothing,2062,UPI
ORD1311,CUST315,2025-07-30,Food,2628,Card
ORD1312,CUST374,2025-10-09,Food,2517,Net Banking
ORD1313,CUST414,2024-07-03,Healthcare,4812,UPI
ORD1314,CUST363,2024-10-24,Furniture,3051,UPI
ORD1315,CUST061,2024-01-25,Food,983,UPI
ORD1316,CUST378,2024-07-31,Healthcare,7793,COD
ORD1317,CUST212,2024-02-16,Clothing,3864,UPI
ORD1318,CUST287,2025-10-14,Furniture,3370,Net Banking
ORD1319,CUST328,2024-07-25,Automotive,11228,Card
ORD1320,CUST131,2024-03-10,Clothing,3459,UPI
ORD1321,CUST260,2025-07-17,Clothing,7283,UPI
ORD1322,CUST004,2024-04-26,Automotive,12921,UPI
ORD1323,CUST175,2025-02-09,Automotive,20642,Card
ORD1324,CUST316,2024-01-30,Furniture,9357,Net Banking
ORD1325,CUST170,2024-12-12,Automotive,17699,Card
ORD1326,CUST470,2025-04-30,Electronics,47313,Card
ORD1327,CUST070,2025-05-08,Furniture,23552,UPI
ORD1328,CUST236,2025-07-03,Clothing,4788,COD
ORD1329,CUST402,2025-02-27,Automotive,3835,Net Banking
ORD1330,CUST428,2025-06-17,Clothing,5628,UPI
ORD1331,CUST372,2025-11-25,Clothing,5548,COD
ORD1332,CUST275,2024-01-20,Furniture,21920,Card
ORD1333,CUST351,2024-12-05,Clothing,1542,Card
ORD1334,CUST497,2024-06-01,Clothing,7887,Net Banking
ORD1335,CUST016,2024-12-13,Food,2688,COD
ORD1336,CUST432,2024-06-18,Healthcare,10923,Card
ORD1337,CUST200,2024-07-10,Healthcare,2914,UPI
ORD1338,CUST443,2024-11-11,Automotive,12305,UPI
ORD1339,CUST364,2024-02-02,Clothing,4390,COD
ORD1340,CUST045,2025-05-23,Furniture,15176,UPI
ORD1341,CUST232,2024-11-05,Furniture,20206,UPI
ORD1342,CUST155,2024-06-28,Electronics,29524,UPI
ORD1343,CUST402,2024-02-08,Furniture,6034,UPI
ORD1344,CUST228,2025-06-02,Electronics,36631,Card
ORD1345,CUST464,2025-05-27,Furniture,9232,COD
ORD1346,CUST175,2025-05-10,Automotive,19158,UPI
ORD1347,CUST159,2024-12-01,Furniture,28214,UPI
ORD1348,CUST447,2024-04-10,Healthcare,12087,UPI
ORD1349,CUST068,2024-07-29,Automotive,3197,COD
ORD1350,CUST236,2025-01-31,Automotive,19116,Card
ORD1351,CUST060,2024-01-05,Clothing,1360,UPI
ORD1352,CUST352,2025-08-31,Electronics,26842,COD
ORD1353,CUST240,2024-02-17,Electronics,39116,COD
ORD1354,CUST393,2025-11-05,Automotive,12239,COD
ORD1355,CUST012,2025-08-14,Clothing,6233,COD
ORD1356,CUST457,2024-08-02,Clothing,2642,UPI
ORD1357,CUST099,2024-10-20,Clothing,5360,Net Banking
ORD1358,CUST164,2025-03-27,Automotive,5855,Card
ORD1359,CUST140,2024-06-01,Furniture,11966,COD
ORD1360,CUST059,2024-01-16,Healthcare,10168,Net Banking
ORD1361,CUST264,2024-04-14,Furniture,20777,Net Banking
ORD1362,CUST180,2025-07-16,Clothing,3220,Card
ORD1363,CUST073,2025-12-22,Clothing,5702,UPI
ORD1364,CUST126,2024-06-24,Electronics,25406,Card
ORD1365,CUST314,2024-12-12,Healthcare,8268,COD
ORD1366,CUST026,2024-05-13,Electronics,35850,COD
ORD1367,CUST463,2025-11-22,Electronics,11942,UPI
ORD1368,CUST197,2024-02-25,Electronics,32948,UPI
ORD1369,CUST201,2024-07-02,Automotive,21533,UPI
ORD1370,CUST457,2025-08-29,Automotive,24614,Net Banking
ORD1371,CUST359,2025-04-01,Healthcare,6826,COD
ORD1372,CUST160,2024-12-06,Furniture,26360,UPI
ORD1373,CUST389,2025-11-17,Healthcare,2286,Card
ORD1374,CUST499,2025-04-21,Healthcare,3159,COD
ORD1375,CUST048,2025-12-16,Food,898,Net Banking
ORD1376,CUST234,2024-11-13,Automotive,23116,Card
ORD1377,CUST364,2025-04-21,Food,1449,Card
ORD1378,CUST486,2024-08-17,Furniture,23215,Card
ORD1379,CUST133,2025-01-07,Food,1251,UPI
ORD1380,CUST359,2025-11-12,Clothing,7461,Card
ORD1381,CUST441,2024-11-28,Food,2496,Card
ORD1382,CUST016,2024-03-07,Food,962,COD
ORD1383,CUST180,2025-05-05,Food,1199,Card
ORD1384,CUST145,2024-12-22,Healthcare,10415,Net Banking
ORD1385,CUST066,2025-06-04,Electronics,31587,UPI
ORD1386,CUST419,2024-04-19,Clothing,5555,Card
ORD1387,CUST333,2024-03-13,Clothing,5364,UPI
ORD1388,CUST237,2025-02-14,Healthcare,7773,UPI
ORD1389,CUST123,2025-09-27,Furniture,20955,Net Banking
ORD1390,CUST082,2025-05-08,Food,770,COD
ORD1391,CUST175,2024-08-01,Automotive,21364,UPI
ORD1392,CUST221,2025-03-21,Healthcare,13899,UPI
ORD1393,CUST176,2025-07-11,Automotive,9738,COD
ORD1394,CUST089,2025-11-09,Automotive,4552,UPI
ORD1395,CUST379,2025-12-29,Healthcare,14709,Card
ORD1396,CUST250,2024-04-27,Healthcare,10766,Net Banking
ORD1397,CUST238,2024-11-29,Healthcare,2599,Card
ORD1398,CUST421,2025-03-31,Furniture,13093,UPI
ORD1399,CUST490,2025-02-19,Electronics,44207,UPI
ORD1400,CUST056,2025-12-02,Healthcare,13637,Net Banking
ORD1401,CUST420,2025-01-23,Clothing,5049,Card
ORD1402,CUST331,2025-11-07,Electronics,10933,UPI
ORD1403,CUST112,2024-05-22,Healthcare,13369,Net Banking
ORD1404,CUST326,2024-01-01,Furniture,24655,UPI
ORD1405,CUST077,2025-04-08,Healthcare,5775,Net Banking
ORD1406,CUST200,2025-09-22,Healthcare,8326,UPI
ORD1407,CUST101,2024-07-29,Automotive,12374,COD
ORD1408,CUST154,2025-08-06,Automotive,11979,UPI
ORD1409,CUST471,2025-03-21,Automotive,13280,UPI
ORD1410,CUST046,2025-08-19,Electronics,45074,UPI
ORD1411,CUST262,2025-02-17,Furniture,12639,UPI
ORD1412,CUST032,2025-01-13,Healthcare,1870,COD
ORD1413,CUST001,2025-12-21,Healthcare,14447,COD
ORD1414,CUST184,2024-04-22,Clothing,1255,UPI
ORD1415,CUST121,2025-03-18,Automotive,21338,UPI
ORD1416,CUST202,2025-10-02,Clothing,6830,Net Banking
ORD1417,CUST196,2025-02-19,Food,2282,COD
ORD1418,CUST280,2024-08-04,Automotive,7682,Card
ORD1419,CUST244,2024-05-22,Furniture,21200,UPI
ORD1420,CUST197,2025-01-03,Food,1131,UPI
ORD1421,CUST148,2025-11-17,Furniture,7400,Card
ORD1422,CUST006,2024-03-14,Automotive,2514,UPI
ORD1423,CUST074,2025-05-13,Automotive,16310,Card
ORD1424,CUST500,2024-05-19,Electronics,13992,UPI
ORD1425,CUST329,2025-03-01,Food,2975,Net Banking
ORD1426,CUST477,2025-03-11,Healthcare,3945,UPI
ORD1427,CUST233,2025-06-05,Food,2761,Card
ORD1428,CUST420,2025-04-05,Food,1955,Card
ORD1429,CUST116,2024-07-09,Food,2976,Card
ORD1430,CUST004,2025-08-14,Food,1469,UPI
ORD1431,CUST365,2025-05-28,Clothing,4365,Card
ORD1432,CUST475,2025-07-13,Healthcare,7012,Card
ORD1433,CUST018,2024-02-08,Healthcare,8917,Card
ORD1434,CUST361,2025-01-12,Electronics,43028,Card
ORD1435,CUST247,2025-12-08,Electronics,14311,Card
ORD1436,CUST374,2025-06-23,Clothing,4808,COD
ORD1437,CUST265,2024-03-21,Healthcare,10995,UPI
ORD1438,CUST046,2024-09-08,Food,819,COD
ORD1439,CUST351,2025-10-10,Healthcare,14076,Card
ORD1440,CUST297,2024-11-15,Healthcare,1864,UPI
ORD1441,CUST463,2024-12-17,Healthcare,13755,UPI
ORD1442,CUST006,2025-04-25,Food,2599,UPI
ORD1443,CUST464,2025-04-25,Healthcare,13022,Net Banking
ORD1444,CUST170,2025-03-07,Clothing,7539,Net Banking
ORD1445,CUST151,2024-10-23,Furniture,4157,Net Banking
ORD1446,CUST356,2025-09-03,Automotive,11963,Card
ORD1447,CUST373,2025-07-31,Clothing,1503,UPI
ORD1448,CUST323,2025-04-29,Healthcare,3770,UPI
ORD1449,CUST294,2024-02-22,Automotive,11560,UPI
ORD1450,CUST415,2025-10-01,Electronics,23796,UPI
ORD1451,CUST249,2024-03-25,Furniture,19567,UPI
ORD1452,CUST040,2024-10-11,Clothing,2085,UPI
ORD1453,CUST316,2024-10-14,Clothing,3104,Card
ORD1454,CUST008,2024-04-24,Healthcare,3860,Net Banking
ORD1455,CUST466,2025-08-28,Automotive,6952,COD
